id,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,is_new_listing,is_super_host,reviews_scores_location,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,response_rate,response_time,reviews_scores_rating,reviews_count,room_type,reviews_scores_star,reviews_scores_value,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,paikkakunnat
35713015,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,4,10/10,10/10,0,1,10/10,28,1,0.0,3,20,31,100%,within an hour,95-100/100,54,Private room,4.5-5.0/5.0,9/10,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Meri-Rastila
42985363,10/10,1.0,1.0,0.0,no reviews,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,1,0,10/10,1125,1,0.0,2,5,26,100%,within an hour,95-100/100,0,Private room,,9/10,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Itä-Pasila
28234855,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,12,10/10,10/10,0,0,10/10,10,1,1.0,3,15,81,0-49%,unknown,95-100/100,197,Entire home/apt,4.5-5.0/5.0,9/10,0.95,13,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Harju
41869689,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.0,4,12,92,50-89%,within an hour,95-100/100,3,Entire home/apt,4.5-5.0/5.0,9/10,0.0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
14752483,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,10/10,1125,1,0.85,4,18,98,100%,within an hour,95-100/100,434,Entire home/apt,4.5-5.0/5.0,9/10,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kamppi
571881,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,4.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,38,10/10,10/10,0,0,10/10,150,1,0.7,7,21,135,100%,within an hour,95-100/100,336,Entire home/apt,3.6-4.4/5.0,9/10,0.85,16,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Etu-Töölö
42638153,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,6,1,0.65,2,7,38,50-89%,within an hour,95-100/100,3,Private room,4.5-5.0/5.0,9/10,0.85,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Reimarla
31094469,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,12,10/10,10/10,0,0,10/10,10,1,1.0,3,19,81,0-49%,unknown,95-100/100,143,Entire home/apt,3.6-4.4/5.0,9/10,0.95,13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Harju
2189594,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,1,10/10,30,1,0.75,4,26,108,100%,within an hour,95-100/100,304,Entire home/apt,4.5-5.0/5.0,9/10,0.83,16,217,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kamppi
38669174,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,1,,8,1,0.87,2,6,58,100%,within an hour,,26,Shared room,4.5-5.0/5.0,,0.87,27,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Punavuori
18400611,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,1,,360,1,0.85,3,30,75,100%,within an hour,,197,Entire home/apt,4.5-5.0/5.0,,0.9,22,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Patola
39476359,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_FLEXIBLE,,Helsinki,14,,,0,0,,1125,1,0.7,4,22,99,0-49%,unknown,,34,Entire home/apt,4.5-5.0/5.0,,0.8,9,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Siltasaari
42978180,,0.0,0.0,0.0,no reviews,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,1,0,,16,1,0.55,3,5,154,100%,within a day,,0,Entire home/apt,,,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Kluuvi
35584843,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,0,CANCEL_MODERATE,,Helsinki,12,,,0,0,,7,1,1.0,2,12,85,0-49%,unknown,,67,Entire home/apt,3.6-4.4/5.0,,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Punavuori
35680811,,0.0,0.0,0.0,3.6-4.4/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,16,,,0,0,,1125,1,0.0,4,5,76,50-89%,within an hour,,69,Entire home/apt,3.6-4.4/5.0,,0.9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna
22982896,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,5,,,0,1,,7,1,0.0,2,37,51,100%,within an hour,,214,Private room,4.5-5.0/5.0,,0.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Tapanila
33630332,,0.0,0.0,0.0,3.6-4.4/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,17,,,0,0,,1125,1,0.0,2,8,78,50-89%,within an hour,,72,Entire home/apt,3.6-4.4/5.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Punavuori
42960124,,0.0,0.0,0.0,no reviews,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,1,0,,1125,1,0.0,2,9,26,100%,within an hour,,0,Private room,,,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Itä-Pasila
12068779,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,,Helsinki,22,,,0,0,,20,1,1.0,1,15,79,100%,within an hour,,200,Private room,3.6-4.4/5.0,,0.89,0,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kamppi
41139203,,0.0,0.0,0.0,0-3.5/5.0,1.5,0.0,2.0,1,CANCEL_MODERATE,,Helsinki,11,,,0,0,,1125,1,0.0,3,7,77,0-49%,unknown,,14,Entire home/apt,0-3.5/5.0,,0.9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
30981155,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,33,,,0,1,,1125,1,0.85,2,5,88,100%,within an hour,,40,Entire home/apt,4.5-5.0/5.0,,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kluuvi
20648483,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,0,,1125,1,0.0,2,6,41,100%,within an hour,,69,Private room,3.6-4.4/5.0,,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Vesala
14336951,,0.0,0.0,0.0,3.6-4.4/5.0,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,22,,,0,0,,14,1,0.75,3,10,95,100%,within an hour,,121,Entire home/apt,3.6-4.4/5.0,,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Etu-Töölö
18012739,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,49,,,0,1,,1125,1,0.8,4,14,128,100%,within a few hours,,95,Entire home/apt,4.5-5.0/5.0,,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Punavuori
35246331,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,1,,6,1,0.0,2,7,39,100%,within a few hours,,37,Private room,4.5-5.0/5.0,,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Alppikylä
36044616,,0.0,0.0,0.0,4.5-5.0/5.0,1.0,2.0,4.0,1,CANCEL_MODERATE,,Helsinki,54,,,0,0,,1125,2,0.0,8,14,142,100%,within an hour,,26,Entire home/apt,3.6-4.4/5.0,,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kaartinkaupunki
21368320,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,0,1,10/10,1125,1,0.85,3,18,90,100%,within an hour,95-100/100,175,Entire home/apt,4.5-5.0/5.0,10/10,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Vallila
21373833,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,10/10,1125,2,0.0,4,15,109,100%,within an hour,95-100/100,47,Entire home/apt,4.5-5.0/5.0,10/10,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi
41222077,10/10,1.0,1.0,0.0,no reviews,1.0,1.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,10/10,1125,2,0.0,4,9,83,100%,within an hour,95-100/100,1,Entire home/apt,,10/10,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
43026916,10/10,1.0,1.0,0.0,no reviews,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,1,0,10/10,1125,1,0.95,2,8,53,100%,within an hour,95-100/100,0,Entire home/apt,,10/10,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi
27325365,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,0,1,10/10,1125,1,0.95,2,10,112,100%,within an hour,95-100/100,163,Entire home/apt,4.5-5.0/5.0,10/10,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kamppi
11393587,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,0,0,10/10,1125,1,0.85,4,12,118,100%,within an hour,95-100/100,385,Entire home/apt,4.5-5.0/5.0,10/10,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kluuvi
40891430,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,10,10/10,10/10,0,1,10/10,1125,1,0.8,2,13,82,0-49%,within an hour,95-100/100,24,Entire home/apt,4.5-5.0/5.0,10/10,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Roihuvuori
18056441,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,10/10,1125,1,0.85,4,25,106,100%,within an hour,95-100/100,195,Entire home/apt,4.5-5.0/5.0,10/10,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Kamppi
32062249,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,1,10/10,1125,1,0.8,3,12,90,100%,within an hour,95-100/100,55,Entire home/apt,4.5-5.0/5.0,10/10,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Kruununhaka
16106110,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,22,10/10,10/10,0,1,10/10,5,1,0.71,3,9,89,50-89%,within an hour,95-100/100,15,Entire home/apt,4.5-5.0/5.0,10/10,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi
41799984,10/10,1.0,1.0,0.0,no reviews,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.0,2,16,55,100%,within an hour,95-100/100,0,Private room,,10/10,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Siltasaari
41083834,10/10,1.0,1.0,0.0,no reviews,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,1,0,10/10,1125,1,0.9,2,7,31,100%,within a few hours,95-100/100,0,Private room,,10/10,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Konala
26730354,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,4.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,10/10,1125,1,0.69,2,13,39,100%,within an hour,95-100/100,35,Private room,3.6-4.4/5.0,10/10,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Latokartano
36127077,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,3.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,1,10/10,21,1,0.8,2,14,54,100%,within an hour,95-100/100,42,Private room,4.5-5.0/5.0,10/10,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,Tapaninvainio
37279768,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,33,10/10,10/10,0,1,10/10,1125,1,0.0,6,8,116,100%,within an hour,80-94/100,16,Entire home/apt,4.5-5.0/5.0,10/10,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Kluuvi
22759628,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,11,10/10,10/10,0,0,10/10,20,1,0.9,2,10,65,50-89%,within an hour,80-94/100,51,Private room,3.6-4.4/5.0,10/10,0.9,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Siltasaari
21821456,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,10/10,1125,2,0.0,6,11,122,100%,within an hour,80-94/100,62,Entire home/apt,3.6-4.4/5.0,10/10,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
31390306,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,24,10/10,10/10,0,0,10/10,7,1,0.0,3,14,101,100%,within an hour,80-94/100,10,Entire home/apt,4.5-5.0/5.0,10/10,0.85,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Torkkelinmäki
21571373,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,4.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,10/10,1125,2,0.0,6,15,115,100%,within an hour,80-94/100,78,Entire home/apt,3.6-4.4/5.0,10/10,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Punavuori
40342883,10/10,1.0,1.0,0.0,4.5-5.0/5.0,2.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,20,10/10,10/10,0,0,10/10,1125,1,0.8,4,7,88,100%,within an hour,80-94/100,16,Entire home/apt,4.5-5.0/5.0,10/10,0.85,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Taka-Töölö
15459751,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,7.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,0,1,10/10,360,1,0.85,10,43,95,100%,within an hour,80-94/100,237,Entire home/apt,4.5-5.0/5.0,10/10,0.9,22,272,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Patola
26804939,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.7,4,5,83,50-89%,within a few hours,80-94/100,36,Entire home/apt,3.6-4.4/5.0,10/10,0.8,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Linjat
41006272,10/10,1.0,1.0,0.0,no reviews,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,5,10/10,10/10,0,0,10/10,1125,1,0.0,2,6,45,100%,within an hour,80-94/100,2,Shared room,,10/10,0.0,11,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Etu-Töölö
41800605,10/10,1.0,1.0,0.0,no reviews,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.0,2,18,55,100%,within an hour,80-94/100,0,Private room,,10/10,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Vilhonvuori
31800006,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,49,10/10,10/10,0,1,10/10,1125,1,0.0,6,15,164,100%,within an hour,80-94/100,36,Entire home/apt,4.5-5.0/5.0,10/10,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Punavuori
41639650,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,7,1,0.85,2,9,90,100%,within a few hours,80-94/100,5,Entire home/apt,3.6-4.4/5.0,10/10,0.89,0,4347,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Vilhonvuori
11349996,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.5,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,43,10/10,10/10,0,0,10/10,90,1,0.84,5,46,201,0-49%,unknown,80-94/100,204,Entire home/apt,3.6-4.4/5.0,10/10,0.9,22,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Kamppi
11995784,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,0,10/10,60,1,0.65,2,14,96,100%,within an hour,80-94/100,112,Private room,4.5-5.0/5.0,10/10,0.9,22,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kaartinkaupunki
28039361,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,0,1,10/10,1125,1,0.0,6,23,154,100%,within an hour,80-94/100,84,Entire home/apt,4.5-5.0/5.0,9/10,0.0,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Etu-Töölö
30979980,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,1,10/10,1125,1,0.85,5,9,122,100%,within an hour,80-94/100,11,Entire home/apt,3.6-4.4/5.0,9/10,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi
