,id,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,host_verified,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,localized_city,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,paikkakunnat,NIMI
35,38727425,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,0,1,Private room,60.21283,Helsinki,10/10,25.15161,1125,1,0.0,Nice and cheap bedroom available in Helsinki. ❤,2,6,27,37.0,50-89%,within an hour,105.0,80-94/100,52,Private room in condominium,Private room,private_room,Private room,4.5-5.0/5.0,9.0,105.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Etu-Töölö,Etu-Töölö
36,39487366,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,0.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,4,10/10,10/10,0,0,0,1,Private room,60.20016999999999,Helsinki,10/10,25.11914,28,1,0.0,NEW! Large BUDGET-room  walking from Metro,3,4,28,1.0,100%,within an hour,105.0,80-94/100,8,Private room in apartment,Private room,private_room,Private room,3.6-4.4/5.0,9.0,105.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Pihlajisto,Pihlajisto
37,31606666,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,43,10/10,10/10,0,0,0,0,Entire apartment,60.17283000000001,Helsinki,10/10,24.94356,1125,2,0.0,Business Deluxe Apartment next to Central Station,4,13,129,1.0,100%,within an hour,105.0,80-94/100,27,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,105.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Itä-Pasila,Itä-Pasila
38,37905256,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,20,10/10,10/10,0,0,0,0,Entire apartment,60.15796,Helsingfors,10/10,24.94623,1125,1,0.0,Home in Ullanlinna,4,6,79,1.0,100%,within an hour,105.0,80-94/100,49,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,9.0,105.0,0.95,11,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kamppi,Kamppi
39,42545597,10/10,1.0,1.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,0,0,1,0,Entire condominium,60.16975,Helsinki,10/10,24.9308,1125,2,0.0,Stylish 1BR apartment in Kamppi Center with Sauna,4,16,115,37.0,100%,within an hour,105.0,80-94/100,2,Entire condominium,Entire home/apt,entire_home,Entire condominium,nan,9.0,105.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Vilhonvuori,Vilhonvuori
40,33603361,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_MODERATE,10/10,Helsinki,16,10/10,10/10,0,0,0,1,Entire loft,60.1756,Helsingfors,10/10,24.92983,1125,1,0.0,Loft studio in best location!,3,8,89,35.0,100%,within a few hours,105.0,80-94/100,113,Entire loft,Entire home/apt,entire_home,Entire loft,4.5-5.0/5.0,9.0,105.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Kamppi,Kamppi
41,26240541,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,5,10/10,10/10,0,0,0,0,Private room,60.23301,Helsinki,10/10,24.99648,1125,1,1.0,Home away from home easy access to city centre,2,11,39,1.0,100%,within an hour,105.0,80-94/100,84,Private room in apartment,Private room,private_room,Private room,3.6-4.4/5.0,9.0,105.0,1.0,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Ala-Malmi,Ala-Malmi
42,43030513,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,1,0,Private room,60.19888,Helsingfors,10/10,24.93923,1125,1,0.0,"Welcome to our clean , bright place",2,6,26,40.0,100%,within an hour,105.0,80-94/100,0,Private room in guesthouse,Private room,private_room,Private room,nan,9.0,105.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Linjat,Linjat
43,25399185,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,0.0,1,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,0,0,1,Entire apartment,60.16679,Helsingfors,10/10,24.92989,1125,1,0.0,"Centrally located, spacious studio with park view",4,5,96,1.0,100%,within a few hours,105.0,80-94/100,128,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,105.0,0.9,16,217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Herttoniemenranta,Herttoniemenranta
44,41781809,10/10,1.0,1.0,0.0,nan,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Hostel room,60.17853,Helsingfors,10/10,24.95962,1125,1,0.0,2-х местный. №1. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,2,17,55,45.0,100%,within an hour,105.0,80-94/100,0,Private room in hostel,Private room,private_room,Hostel room,nan,9.0,105.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kumpula,Kumpula
45,17834020,10/10,1.0,1.0,0.0,4.5-5.0/5.0,0.5,0.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,0,0,Entire apartment,60.16492,Helsinki,10/10,24.93141,1125,1,0.85,"Disinfected well, small Kalevankatu studio",3,19,107,1.0,100%,within an hour,105.0,80-94/100,326,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,9.0,105.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Hernesaari,Hernesaari
46,20977238,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,11,10/10,10/10,0,0,0,0,Private room,60.24803000000001,Helsinki,10/10,25.00458,1125,1,0.9,Room at Malmi with great location,2,8,42,1.0,100%,within an hour,105.0,80-94/100,102,Private room in apartment,Private room,private_room,Private room,3.6-4.4/5.0,9.0,105.0,0.95,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Kamppi,Kamppi
47,11879784,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,1,Entire apartment,60.18223,Helsinki,10/10,24.94775,1125,1,0.72,Urban oasis in the heart of the hip Kallio,2,14,75,1.0,100%,within a few hours,105.0,80-94/100,26,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,105.0,0.87,22,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kruununhaka,Kruununhaka
48,22055402,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,10,10/10,10/10,0,0,0,1,Private room,60.18899999999999,Helsingfors,10/10,25.03338,30,1,1.0,Room with an amazing sea view,2,11,56,37.0,100%,within an hour,105.0,80-94/100,119,Private room in condominium,Private room,private_room,Private room,4.5-5.0/5.0,9.0,105.0,1.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Länsi-Pasila,Länsi-Pasila
49,37514841,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_MODERATE,10/10,Helsinki,11,10/10,10/10,0,0,0,1,Private room,60.21134,Helsinki,10/10,24.96724,31,1,0.8,Charming home (2) in green Kumpula - Blue bedroom,3,15,45,1.0,100%,within a few hours,128.0,95-100/100,33,Private room in apartment,Private room,private_room,Private room,4.5-5.0/5.0,9.0,128.0,0.9,22,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Meri-Rastila,Meri-Rastila
50,31213330,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,0,0,1,Entire condominium,60.15605,Helsingfors,10/10,24.9317,1125,1,0.75,Cozy studio near seaside in hart of Helsinki,2,24,109,37.0,100%,within an hour,128.0,95-100/100,77,Entire condominium,Entire home/apt,entire_home,Entire condominium,4.5-5.0/5.0,9.0,128.0,0.89,0,217,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Harju,Harju
51,37307947,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Entire apartment,60.16566,Helsinki,10/10,24.92887,1125,1,0.8,Cosy and luminous studio near Kamppi for 3,3,9,92,1.0,50-89%,within a few hours,128.0,95-100/100,34,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,9.0,128.0,0.9,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö,Etu-Töölö
52,38743638,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,0,0,0,1,Entire apartment,60.17585,Helsinki,10/10,24.95941,1125,1,0.8,Unique Location by the Sea with Own Entrance,4,19,114,1.0,100%,within an hour,128.0,95-100/100,25,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,128.0,0.9,27,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Etu-Töölö,Etu-Töölö
53,37231876,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Private room,60.20264,Helsingfors,10/10,24.91875,30,1,0.75,"Huone Hartwall-areena,  ja keskuspuiston kupeessa.",1,4,52,1.0,100%,within an hour,128.0,95-100/100,37,Private room in apartment,Private room,private_room,Private room,3.6-4.4/5.0,9.0,128.0,0.87,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Reimarla,Reimarla
54,35713015,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,4,10/10,10/10,0,0,0,1,Private room,60.20016999999999,Helsinki,10/10,25.11914,28,1,0.0,"Budget room! Own balcony, by METRO Helsinki",3,20,31,1.0,100%,within an hour,128.0,95-100/100,54,Private room in apartment,Private room,private_room,Private room,4.5-5.0/5.0,9.0,128.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Kamppi,Kamppi
55,42985363,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,1,0,Private room,60.19933,Helsingfors,10/10,24.93949,1125,1,0.0,Welcome to a nice bright place to stay,2,5,26,40.0,100%,within an hour,128.0,95-100/100,0,Private room in guesthouse,Private room,private_room,Private room,nan,9.0,128.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Punavuori,Punavuori
56,28234855,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,12,10/10,10/10,0,0,0,0,Entire apartment,60.1876,Helsinki,10/10,24.95954,10,1,1.0,Cozy & Urban Studio @ well-connected location,3,15,81,1.0,100%,within an hour,128.0,95-100/100,197,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Patola,Patola
57,41869689,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Entire apartment,60.17464,Helsinki,10/10,24.91911,1125,1,0.0,Homey 1br apartment for 4 in Etu-Töölö,4,12,92,1.0,50-89%,within a few hours,128.0,95-100/100,3,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,128.0,0.0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Siltasaari,Siltasaari
58,14752483,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,0,0,Entire apartment,60.1656,Helsinki,10/10,24.93041,1125,1,0.85,"Disinfected well,  cozy spot next to Kamppi",4,18,98,1.0,100%,within an hour,128.0,95-100/100,434,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,128.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kluuvi,Kluuvi
59,571881,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,4.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,38,10/10,10/10,0,0,0,0,Entire apartment,60.17007,Helsinki,10/10,24.92772,150,1,0.7,Spacious flat in the very center,7,21,135,1.0,100%,within an hour,128.0,95-100/100,336,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,9.0,128.0,0.85,16,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Ullanlinna,Ullanlinna
60,42638153,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,0,Private room,60.22875,Helsinki,10/10,24.85057,6,1,0.65,"A cozy, snug & spacious apartment in Helsinki",2,7,38,1.0,50-89%,within an hour,128.0,95-100/100,3,Private room in apartment,Private room,private_room,Private room,4.5-5.0/5.0,9.0,128.0,0.85,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Tapanila,Tapanila
61,31094469,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,12,10/10,10/10,0,0,0,0,Entire apartment,60.18791,Helsinki,10/10,24.96019,10,1,1.0,Comfy & Style Studio next to the metro station,3,19,81,1.0,100%,within an hour,128.0,95-100/100,143,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,9.0,128.0,0.95,13,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Punavuori,Punavuori
62,2189594,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,0,1,Entire apartment,60.16848,Helsinki,10/10,24.93497,30,1,0.75,2 rooms in city center,4,26,108,1.0,100%,within an hour,128.0,95-100/100,304,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,9.0,128.0,0.83,16,217,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Itä-Pasila,Itä-Pasila
63,38669174,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,0,0,0,1,Shared room,60.16172,Helsingfors,nan,24.9411,8,1,0.87,"Shared room in big single apartment, best location",2,6,58,1.0,100%,within an hour,0.0,nan,26,Shared room in apartment,Shared room,shared_room,Shared room,4.5-5.0/5.0,,0.0,0.87,27,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
64,18400611,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,0,0,0,1,Entire apartment,60.22676,Helsinki,nan,24.96102,360,1,0.85,Guest-Room OWN Entrance Airport & City Easy Access,3,30,75,1.0,100%,within an hour,0.0,nan,197,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,,0.0,0.9,22,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Kluuvi,Kluuvi
65,39476359,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,4.0,1,CANCEL_FLEXIBLE,nan,Helsinki,14,nan,nan,0,0,0,0,Entire apartment,60.17898,Helsinki,nan,24.95168,1125,1,0.7,Helsinki Central Apartment,4,22,99,1.0,100%,within an hour,0.0,nan,34,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5-5.0/5.0,,0.0,0.8,9,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Vesala,Vesala
66,42978180,nan,0.0,0.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,0,0,1,0,Entire apartment,60.17714,Helsinki,nan,24.93842,16,1,0.55,A cozy one-bedroom apartment with a balcony,3,5,154,47.0,100%,within a day,0.0,nan,0,Entire serviced apartment,Entire home/apt,entire_home,Entire apartment,nan,,0.0,0.7,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö,Etu-Töölö
67,35584843,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,0,CANCEL_MODERATE,nan,Helsinki,12,nan,nan,0,0,0,0,Entire apartment,60.16089,Helsinki,nan,24.9376,7,1,1.0,Little Retro Studio @ Central Design District Hels,2,12,85,1.0,100%,within an hour,0.0,nan,67,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,,0.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,Punavuori,Punavuori
68,35680811,nan,0.0,0.0,0.0,3.6-4.4/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,nan,Helsinki,16,nan,nan,0,0,0,0,Entire apartment,60.15764,Helsinki,nan,24.95218,1125,1,0.0,Compact home in Ullanlinna,4,5,76,1.0,100%,within an hour,0.0,nan,69,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,,0.0,0.9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Alppikylä,Alppikylä
69,22982896,nan,0.0,0.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,nan,Helsinki,5,nan,nan,0,0,0,1,Private room,60.26545,Helsingfors,nan,25.02617,7,1,0.0,Kaunis yksityinen huone tunnelmallisella alueella,2,37,51,1.0,100%,within an hour,0.0,nan,214,Private room in apartment,Private room,private_room,Private room,4.5-5.0/5.0,,0.0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kaartinkaupunki,Kaartinkaupunki
70,33630332,nan,0.0,0.0,0.0,3.6-4.4/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,nan,Helsinki,17,nan,nan,0,0,0,0,Entire apartment,60.15948,Helsinki,nan,24.9395,1125,1,0.0,Church view studio in Design District,2,8,78,1.0,100%,within an hour,0.0,nan,72,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.6-4.4/5.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Vallila,Vallila
71,42960124,nan,0.0,0.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,0,0,1,0,Private room,60.19986,Helsingfors,nan,24.93848,1125,1,0.0,Welcome to a separate room,2,9,26,40.0,100%,within an hour,0.0,nan,0,Private room in guesthouse,Private room,private_room,Private room,nan,,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kamppi,Kamppi
